row_id,COUNTRY_CODE,COUNTRY_NAME,screening_tier,signal_count,is_verify,trigger_reason,signal_attention,signal_longstring,signal_mahalanobis,signal_odd_even,veto_any,veto_all_missing,veto_gibberish,attention_number_fail,attention_response_fail,attention_any_fail,ls_max_run,md_score,oe_r,BENEFIT_OPEN,TRUST_OPEN,ATTCHECK_NUMBER,ATTCHECK_RES,DEM_AGE,DEM_GENDER,DEM_EDU,DEM_AGEGRP,COUNTRY_CONT,final_decision,decision,reason
417,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.023137666404883,0.5854905538443584,"y normalmente los que sacan provecho de las investigaciones son las empresas que usan esos conocimientos para lanzar nuevos medicamentos, o productos que ""benefician"" a los consumidores.",NA,213,1,39,1,3,30-39,Latin America,,invalid,longstring（straightlining）
418,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.5824489776698902,0.31622776601683794,El más beneficiado es el hombre ya que la ciencia le ayuda a mejorar la vida y le ha permitido conocer su entorno ,NA,213,1,49,0,4,40-49,Latin America,,invalid,longstring（straightlining）
420,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,8.303550292479573,-0.34188172937891387,NA,Que lo defina como confiable lo haria que sea incorruptible ,213,1,32,0,4,30-39,Latin America,,invalid,longstring（straightlining）
421,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.7411353156866536,0.21821789023599236,Nos beneficiamos todos debido a que sirve para mejorar nuestro modo de vivir y saber más sobre todo lo que nos rodea.,NA,213,1,50,0,4,50-59,Latin America,,invalid,longstring（straightlining）
422,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.136731232511275,,NA,Su continuo trabajo de estudios,213,1,31,0,4,30-39,Latin America,,invalid,longstring（straightlining）
424,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,5.20421033838912,0.0,Todos,NA,213,1,64,0,4,60+,Latin America,,invalid,longstring（straightlining）
425,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,4.168134037183184,0.7071067811865476,NA,Honestidad en su trabajo.,213,1,45,1,4,40-49,Latin America,,invalid,longstring（straightlining）
427,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.446982290734925,-0.10660035817780521,"Los que mas se benefician con la ciencia son las personas, porque podrán aprovechar los beneficios de ella",NA,213,1,47,1,4,40-49,Latin America,,invalid,longstring（straightlining）
429,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.9895932600382205,-0.5,NA,"Que los resultados de sus trabajos sean serios, honestos, reales y sin influencia política",213,1,63,1,4,60+,Latin America,,invalid,longstring（straightlining）
431,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,7.607118076654412,,NA,Su trayectoria y sinceridad que sea claro cuando se expresan ,213,1,63,0,3,60+,Latin America,,invalid,longstring（straightlining）
432,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.034936372855511,,"La humanidad, porque a todos nos permite disfrutar y gozar de la ciencia",NA,213,1,64,1,4,60+,Latin America,,invalid,longstring（straightlining）
433,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.8859612223169915,,La humanidad a través de la historia se ha beneficiado con el avance de la ciencia y la tecnología pero también es cierto que las empresas de desarrollo científico y tecnológico se han enriquecido a costa de los países que necesitan de sus servicios.,NA,213,1,67,1,3,60+,Latin America,,invalid,longstring（straightlining）
434,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,6.629826724433578,0.4472135954999579,Nos beneficiamos todos ya que el mundo avanza o no de acuerdo a los avances de la ciencia ,NA,213,1,47,1,4,40-49,Latin America,,invalid,longstring（straightlining）
438,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,5.641538813123855,-0.4472135954999579,"Los , gobiernos,  militares, médicos etc mientras le den un buen uso y no beneficiarse de él  ",NA,213,1,44,1,3,40-49,Latin America,,invalid,longstring（straightlining）
439,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,7.614336164932362,-0.6761234037828132,NA,"la universidad a la que asistió, los postgrados y masters, los doctorados, los cursos de capacitación, la empresa para la que trabaja y los estudios publicados por alguna universidad de prestigio",213,1,58,0,4,50-59,Latin America,,invalid,longstring（straightlining）
442,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.210050015007416,0.6324555320336759,Politicos,NA,213,1,33,0,4,30-39,Latin America,,invalid,longstring（straightlining）
446,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.764614532080329,-0.3872983346207417,NA,no lo se,213,1,34,0,4,30-39,Latin America,,invalid,longstring（straightlining）
447,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,3.976664156549446,0.31622776601683794,NA,Fundamentos y conocimientos compartidos,213,1,42,1,3,40-49,Latin America,,invalid,longstring（straightlining）
452,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.087850642583243,,NA,Respeto mucho a los científicos. Su labor es constante y muy ardua. El país no aporta para sus estudios. Y confío en su pasión porque sin recursos hacen maravillas con respecto a descubrimientos y estudios,213,1,48,0,4,40-49,Latin America,,invalid,longstring（straightlining）
453,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.700648244809115,0.31622776601683794,La gente ,NA,213,1,28,0,3,18-29,Latin America,,invalid,longstring（straightlining）
457,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,6.989021170013296,0.5564866749122019,"Todos se benefician si se sabe de ciencia se sabe de todos los temas q se aplican a la vida, siempre es mejor saber qno saber",NA,213,1,36,0,4,30-39,Latin America,,invalid,longstring（straightlining）
458,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.799707361912478,-0.4763305116224668,"Al pueblo, mientras halla un gobierno que lo abale.",NA,213,1,23,0,3,18-29,Latin America,,invalid,longstring（straightlining）
460,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.8765180420119068,0.31622776601683794,NA,"Su formación académica y recorrido de investigación, sus publicaciones y el rigor de sus análisis.",213,1,39,0,4,30-39,Latin America,,invalid,longstring（straightlining）
463,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.350099825843411,,"Es una pregunta complicada de responder, pero creo que es el gobierni el que mas se beneficia. Se el esfuerzo que hacen los ciwntificos para avanzar en la ciencia no esta bien remunerado y nadie lo valora como dwbe ser",NA,213,1,39,0,3,30-39,Latin America,,invalid,longstring（straightlining）
464,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.5199781203984326,0.0,NA,que tenga una basta trayectoria en la investigacion,213,1,35,1,4,30-39,Latin America,,invalid,longstring（straightlining）
465,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.773051325553855,,Se beneficia  la Sociedad en gral. Porque se descubren medicamentos  y otros que aportan para el bienestar de la vida .,NA,213,1,48,0,3,40-49,Latin America,,invalid,longstring（straightlining）
469,ARG,Argentina,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,11.0,4.555250355680733,-0.8783100656536799,"Deberíamos beneficiarnos todos, pero en si, quien invierte en la ciencia y la gente que puede acceder mas facil a ella (socioeconomía, ubicación geográfica)",NA,213,1,18,1,3,18-29,Latin America,,valid,
472,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.61504679314699,0.42008402520840293,En realidad y pensando en forma desinteresada los grandes beneficiarios de la ciencia es la humanidad,NA,213,1,53,1,4,50-59,Latin America,,invalid,longstring（straightlining）
475,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,3.225516916956971,,"En ciertas ocasiones el pueblo,la gente con los aportes y resultados de las investigaciones de los científicos. Económicamente las gras ",NA,213,1,42,1,4,40-49,Latin America,,invalid,longstring（straightlining）
479,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.3988172802290855,0.19364916731037085,NA,Su trabajo diario durante un periodo de tiempo y sus logros planteados ,213,1,52,1,4,50-59,Latin America,,invalid,longstring（straightlining）
484,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,8.516302905132992,-0.4141576832812911,"Las ciencias beneficia a la sociedad, permite  vivir mas tiempo y mejor",NA,213,1,44,0,4,40-49,Latin America,,invalid,longstring（straightlining）
489,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.199819631362941,0.0,NA,Que presente documentos o evidencia que sostenga sus afirmaciones. ,213,1,55,1,4,50-59,Latin America,,invalid,longstring（straightlining）
501,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.206123741035053,,Se beneficia el científico por sus logros y así poder beneficiar también a todas las personas y animales ,NA,213,1,45,1,3,40-49,Latin America,,invalid,longstring（straightlining）
508,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,38.0,7.401369325568361,0.6324555320336759,NA,Nose,213,1,26,1,4,18-29,Latin America,,invalid,longstring（straightlining）
512,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,7.833659981158965,-0.43301270189221935,"El gobierno,xq lo usan a su favor ",NA,213,1,33,0,2,30-39,Latin America,,invalid,longstring（straightlining）
517,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.052802826963013,,"Creo que todos nos beneficiamos de los conocimientos, descubrimientos o nuevas investigaciones",NA,213,1,44,1,3,40-49,Latin America,,invalid,longstring（straightlining）
518,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,6.017181446280753,-0.29277002188455997,NA,"En realidad todos los científicos son dignos de confianza, se esfuerzan mucho para que todo sea óptimo para todos los seres vivos ",213,1,22,0,3,18-29,Latin America,,invalid,longstring（straightlining）
521,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,4.53679732977076,,Nosotros mismos ya que cualquier avance cientifico es positivo,NA,213,1,23,0,3,18-29,Latin America,,invalid,longstring（straightlining）
523,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,3.4426659545785903,0.21821789023599236,NA,para mi un cientifico es una persona de confianza ya que tiene una calificacion a nivel estudio que lo hace un interlocutor valido al hablar de ciencia (y mas cuando esta hablando de su ambito de especializacion),213,1,54,1,3,50-59,Latin America,,invalid,longstring（straightlining）
528,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.421764380740326,-0.4472135954999579,"Los grupos económicos más concentrados, utilizan los avances y el conocimiento científico para seguir enriqueciéndose ",NA,213,1,37,0,4,30-39,Latin America,,invalid,longstring（straightlining）
534,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,6.22478795158034,0.21821789023599236,NA,su tryectoria e investigacion,213,1,45,0,3,40-49,Latin America,,invalid,longstring（straightlining）
536,ARG,Argentina,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,3.0,9.470071712403847,0.3721042037676254,NA,Profesionalismo,213,1,28,0,3,18-29,Latin America,,valid,
543,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.739886081770016,-0.11043152607484653,NA,Su objetividad y formación académica ,213,1,32,0,4,30-39,Latin America,,invalid,longstring（straightlining）
545,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.86400482895598,-0.7142857142857143,"Nos beneficiamos todos en la medida que se dejen de lado los intereses comerciales y nos beneficiamos todos si las políticas gubernamentales se adecúan a las necesidades de la población y no a los intereses del poder. Acompaño a mi esposa en su diagnóstico de Alzheimer temprano y considero que la ciencia no está al alcance de las necesidades relacionadas con esta enfermedad. Al decir esto, los beneficios los veo limitados. Existe un excesivo manoseo comercial que interfiere.",NA,213,1,64,1,4,60+,Latin America,,invalid,longstring（straightlining）
546,ARG,Argentina,MEDIUM,1,0,mahalanobis_outlier,0,0,1,0,0,0,0,0,0,0,5.0,9.205864780648604,0.49820925492769375,La verdad no sabría que decirte nc mucho del tema ,NA,213,1,30,1,2,30-39,Latin America,,valid,
553,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.144849974019153,0.5773502691896257,NA,que su inteligencia sirva para adelantos para la humanidad,213,1,64,1,3,60+,Latin America,,invalid,longstring（straightlining）
556,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,3.162164499260156,,NA,Que compruebe con hechos sus teorias,213,1,51,0,3,50-59,Latin America,,invalid,longstring（straightlining）
559,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,6.443565937803115,0.0,NA,"no lo se,",213,1,63,0,3,60+,Latin America,,invalid,longstring（straightlining）
562,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,20.0,7.190010639394982,0.9079593845004517,"Pienso que la mayoría de los poderes públicos y políticos se benefician con mayor huje de los avances y descubrimientos científicos, ya que a nivel económico se atraen sustanciosas recompensas ",NA,213,1,48,1,4,40-49,Latin America,,invalid,longstring（straightlining）
565,ARG,Argentina,MEDIUM,1,0,odd_even_low,0,0,0,1,0,0,0,0,0,0,9.0,4.120586812882458,-0.9258200997725514,"Depende como se aplique, se beneficia la.poblacion en general, o los laboratorios en particular, los lobbies... es relativo.
La comprobación científica aporta seguridad.
Hay descubrimientos útiles a la salud, otros útiles al bolsillo, otros útiles al poder...",NA,213,1,51,0,4,50-59,Latin America,,valid,
570,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.835411101718332,0.5,NA,el reconocimiento internacional,213,1,53,0,4,50-59,Latin America,,invalid,longstring（straightlining）
573,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.623500477202926,,NA,Crear artefactos nuevos,213,1,20,0,3,18-29,Latin America,,invalid,longstring（straightlining）
579,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,4.490002377450477,0.0,NA,Donde estudia principalmente.,213,1,52,1,4,50-59,Latin America,,invalid,longstring（straightlining）
580,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,7.0886813413640075,-0.1386750490563073,Todos nos beneficiamos porque la cienci esta en todo y sirve para todos cada cosa buena que se descubre a través de la ciencia. ,NA,213,1,58,0,3,50-59,Latin America,,invalid,longstring（straightlining）
583,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.452654478286011,-0.6324555320336759,NA,"Creo que la eficacia de su trabajo, sus logros en una investigación, su capacidad para hacer el bien con su trabajo.",213,1,44,0,3,40-49,Latin America,,invalid,longstring（straightlining）
587,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.258031316837163,,NA,su responsabilidad y eficacia,213,1,40,0,4,40-49,Latin America,,invalid,longstring（straightlining）
588,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.2968941709703237,0.7071067811865476,"La población en general ya que sin las investigaciones no tendríamos datos importantes como lo que ocurre con el calentamiento global, efecto invernadero, vacunas etc ",NA,213,1,48,0,3,40-49,Latin America,,invalid,longstring（straightlining）
597,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.2577833494348045,,"La población en general, mejora sus condiciones de vida",NA,213,1,33,1,4,30-39,Latin America,,invalid,longstring（straightlining）
599,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,5.122409939795642,-0.4629100498862757,"Primero la humanidad en su conjunto, ya que el conocimiento científico aplicado hace que mejore la vida de la gente.
Lo malo es cuando las grandes corporaciones rechazan el avance en determinada área por cuestiones económicas.",NA,213,1,30,1,4,30-39,Latin America,,invalid,longstring（straightlining）
601,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,5.085409492717163,0.6324555320336759,NA,"EL rigor científico con el que hace sus investigaciones y la institución a la que pertenece
",213,1,60,1,4,60+,Latin America,,invalid,longstring（straightlining）
602,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,3.34435890951809,,"Creo que uno se beneficia mucho con la ciencia, de acuerdo con lo que se descubre puede beneficiar más a unos y y a otros",NA,213,1,34,1,3,30-39,Latin America,,invalid,longstring（straightlining）
605,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,4.057526014062353,,"La gente poderosa y con dinero, porque tienen más posibilidades de llegar a donde otros no.",NA,213,1,42,0,4,40-49,Latin America,,invalid,longstring（straightlining）
608,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,5.588810950794946,0.2,NA,Las pruebas o fundamentos ,213,1,36,1,4,30-39,Latin America,,invalid,longstring（straightlining）
611,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,19.0,3.7640745399495357,-0.4472135954999579,"La ciencia beneficia a todos humanos, animales vegetales a todo el planeta si utiliza la Ciencia para bien",NA,213,1,62,0,4,60+,Latin America,,invalid,longstring（straightlining）
612,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,14.0,4.804130380301693,,NA,Para mi debe demostrar lo que dice con hechos y datos. Los científicos muchas veces son tildados de locos. Por eso porque  siempre andan inventando cosas a mi me deben demostrar y no dañando al prójimos haciendo experimentos con ellos como si fueran conejillos de indias. ,213,1,39,0,4,30-39,Latin America,,invalid,longstring（straightlining）
616,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,21.0,7.294003072254878,,NA,No se creo que nada es dificil cree en un cientifico,213,1,49,0,3,40-49,Latin America,,invalid,longstring（straightlining）
623,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.265444583410609,0.4889012070387047,NA,"mostrando los estudios, estadisticas reales, presentando casos, ejemplificando. Cuanto mas real mejor",213,1,24,0,4,18-29,Latin America,,invalid,longstring（straightlining）
624,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,6.46671888972078,-0.4423258684646914,NA,Que un científico sea digno de confianza necesita tener muchos años de estudios y práctica en lo que trabaja ,213,1,22,0,3,18-29,Latin America,,invalid,longstring（straightlining）
625,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,16.0,6.516521298119478,-0.5855400437691199,"Los politicos y empresarios, porque la usan para generarse ingresos a expensas de perjudicar al planeta.",NA,213,1,40,1,4,40-49,Latin America,,invalid,longstring（straightlining）
626,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,13.0,3.8777669013669787,0.0,NA,credibilidad haber publicado trabajos referente a ciencias,213,1,33,1,4,30-39,Latin America,,invalid,longstring（straightlining）
629,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,4.276470813823658,0.31622776601683794,"Todos los seres humanos,nos beneficiamos de los descubrimientos científicos,de la ciencia en gral.",NA,213,1,58,0,4,50-59,Latin America,,invalid,longstring（straightlining）
631,ARG,Argentina,MEDIUM,1,0,longstring_exceed,0,1,0,0,0,0,0,0,0,0,15.0,6.771195444796591,0.7698168018479346,NA,Honestidad,213,1,45,0,4,40-49,Latin America,,invalid,longstring（straightlining）
