row_id,COUNTRY_CODE,signal,BENEFIT_OPEN,TRUST_OPEN,decision,reason
4363,AUS,OE,,"Solving problem like how scientist having a natural ability to identify a problem, analyze it and how come up with effective solutions are valuable traits in most fields and especially valuable for a scientist.",valid,
4370,AUS,OE,I trust them to fix any medical or technological difficulties because they're so reliable and hardworking.,,valid,
4384,AUS,OE,With the help of science we can better understand the culture and societies that are happens around us.,,valid,
4397,AUS,OE,"Scientific understanding empowers us to innovate in the technological realm, find workable solutions to real-world issues, and make well-informed choices as individuals and as a society. Usefulness is the glue that binds science and its applications together, and as our understanding of the natural world expands, so might the range of possible applications that spring from it.",,valid,
4410,AUS,OE,,It provides a lot of scientific research,valid,
4414,AUS,OE,,,invalid,两题都空
4430,AUS,OE,Science helps us to organise our daily life activities and science also helps us to communicate with others more easily.,,valid,
4432,AUS,OE,Everybody is benefitted from science in some way or the other,,valid,
4469,BGD,MD,,Research,valid,
4507,BGD,OE,মানুষ এবং পৃথিবী ্,,valid,
4604,BGD,OE,,Evidence of practical experience makes a scientist to justify things.,valid,
4699,BGD,MD,"বিজ্ঞান থেকে মানুষ সবচেয়ে বেশি উপকৃত হয় বলে আমি মনে করি। কারণ বর্তমানে বিজ্ঞান ও আধুনিক তথ্য প্রযুক্তির দ্বারা মানুষ অনেক কিছু জানতে পারছে এবং সেগুলোকে কাজে লাগিয়ে দেশ ও দেশের মানুষকে বিভিন্ন দিক দিয়ে যেমন অর্থনৈতিক, সামাজিক, সাংগঠনিক ইত্যাদি এগিয়ে নিতে পারছে। এছাড়াও আরও অনেক দিক দিয়ে বিজ্ঞানের ব্যবহার মানুষকে সমৃদ্ধশালীর দিকে এগিয়ে নিয়ে যাচ্ছে। তাই বিজ্ঞানের অবদান মানুষের জন্য অপরিহার্য।",,valid,
4780,BGD,OE,"Humans benefit greatly from science, as almost all things are now science dependent",,valid,
4785,BGD,OE,,Concentration. Confidence. And honest thoughts. Etc,valid,
4815,BGD,OE,"Peoples are getting support from Science. Science making the technology richer. We are taking advantages using technology every day. Science is making everybody's life easier. We can watch various news through TV, Internet etc.",,valid,
5344,BGR,MD,има,,invalid,B:泛词
5437,BGR,MD,,Щастие,valid,
5450,BOL,OE,,"Sus niveles de estudios, que tenga conocimiento sobre el tema y se vea la experiencia.",valid,
5719,BOL,MD,,que sea comprobado y aprobado,valid,
5728,BOL,OE,Los au fabrican loz medicamentos,,valid,
5997,BRA,MD,Os cientistas trazendo muitas informações,,valid,
6154,BRA,OE,,"O histórico do cientista, as pesquisas que já fez, o quão ele está comprometido com a verdade e dados científicos",valid,
6349,BRA,OE,,"A eficiencia e certificação de suas descobertas cientificas,provas incontestáveis do seu traballho junto á comunidade.",valid,
6385,BRA,OE,"O ser humano e sempre mais beneficiado pela ciência, Porém, muitos dos avanços da ciência e tecnologia vai de encontro ao bem estar do homem e do planeta, gerando danos a saúde e ao ecossistema do planeta.",,valid,
6548,BRA,OE,Acho que o maior beneficiário com o estudo da ciência é a humanidade de modo geral. Porque a busca pela evolução certamente necessita de uma boa base cientifíca.,,valid,
6647,BRA,OE,,"O conhecimento que ele tem e como desenvolve na area de estudo,a que se dedicou,comprometimento com a ciência.",valid,
6674,BRA,MD,"Em primeiro lugar a população que se beneficia,com as benefícios da ciência. Em seguida a mídia que pode promover o bem ao mesmo tempo aterrorizar a população, ganhando com Ibope. E terceiros as empresas de limpeza e saúde com vendas de produtos.",,valid,
7209,BRA,OE,"pra mim quem se beneficia mais somos nós, pelo fato da ciencia sempre estar evoluindo e isso favorece mais nos seres humanos que usurfruimos de tecnologias e medicina avançada",,valid,
7210,BRA,MD,Eu creio qe são os elaboradores e aqueles qe tbm usa a ciência,,valid,
7244,BRA,OE,"Os cientista
Porque eles que são os caras que ganham o Oscar né",,valid,
7302,BRA,MD,Os homens pq trabalha muito,,valid,
7304,BRA,MD,Alunos de escolas,,valid,
7311,BRA,MD,,Os seus projetos,valid,
7425,BWA,MD,,Consistentent researches on relevant topics in relevant communities,valid,
7502,BWA,MD,Science helps us to understand how the world is made... Which is very important in our life,,valid,
7591,BWA,MD,I think we all benefit from science since we learn something related to science very single day,,valid,
7841,CAN,MD,i believe we all beniifit but most of all our future generations will benefit even more and so on,,valid,
8258,CAN,MD,Idk. I don’t know anything about it.,,valid,
8433,CAN,OE,,"A scientist is considered trustworthy if they demonstrate the following qualities:
1. Objectivity: A scientist must approach their research without personal bias and use systematic methods to ensure accurate results.
2. Expertise: A scientist must have the necessary education, training, and experience in their field of study.
3. Reproducibility: A scientist's work should be able to be replicated and verified by other scientists.
4. Transparency: A scientist must be open and honest about their methods, results, and potential sources of error.
5. Peer review: A scientist's work must undergo a rigorous review by other experts in their field to ensure accuracy and credibility.
Overall, a trustworthy scientist is one who follows established ethical and scientific standards in their research and reporting of results.",valid,
8790,CAN,OE,,Good to know I am going through a lot,valid,
8903,CAN,OE,"Mankind, we benefit through new technology and realize the harmful ways of the past.",,valid,
9173,CAN,OE,"I think everyone does cause science is in our every day lives and we never notice,",,valid,
9211,CAN,OE,Not sure,,valid,
9249,CAN,OE,,science research,valid,
9361,CAN,OE,Exciting,,valid,
9589,CAN,OE,"Science is an important topic for knowledge, interest in the world around us and keeping in touch with happenings around the world",,valid,
9648,CAN,MD,the human race. Why so we better understand things the more we know the better.,,valid,
9665,CAN,MD,,"A scientist is trustworthy when they demonstrate a high level of integrity, objectivity, and accountability in their work. This means that they conduct their research with honesty and transparency, follow established protocols and methodologies, and report their findings accurately and without bias. A trustworthy scientist also acknowledges and addresses any limitations or uncertainties in their work, and is willing to revise their conclusions based on new evidence. Additionally, a scientist who collaborates with others and shares their data openly and freely is more likely to be perceived as trustworthy by their peers and the public. Ultimately, a scientist's reputation for trustworthiness depends on their commitment to the pursuit of knowledge with honesty, rigor, and a dedication to advancing the greater good.",valid,
9751,CAN,MD,,History of correct theories and good projects,valid,
9755,CAN,MD,I think the normal working class and scientists benefit the most from science because it’s a new discovery and can broaden our outlook on the world.,,valid,
9938,CAN,MD,Health stem cells,,valid,
9958,CAN,OE,Le domaine de la science est très vaste. Celui-ci profite à tous,,valid,
10006,CAN,MD,,À quel point connaît-il vraiment la science?,valid,
10014,CAN,MD,,The research he is doing is important and easy to validate,valid,
10162,CAN,OE,,"if he's not pay by Big Pharma,",valid,
10166,CAN,MD,Tout le monde,,valid,
10175,CAN,MD,Society because science makes us understand our health and psychology which benefits our quality of life,,valid,
10216,CAN,MD,Everyone,,valid,
10248,CAN,OE,I think politicians benefit the most from science because they know the inside secrets that the general public doesn’t know,,valid,
10558,CHE,MD,,Wenn sie gross im sinne von Bekanntheit sind.,valid,
10566,CHE,MD,,Genaue Arbeitsweise die nicht unter Druck ein bestimmtes Resultat erreichen zu sollen gemacht wird,valid,
10922,CHE,OE,L'humanité,,valid,
11010,CHE,MD,"7J'aime la science, très utile à l'avenir",,valid,
11167,CHE,MD,tourne autour de notre vie quotidienne,,valid,
11229,CHE,OE,,"La volontà con cui fa il suo lavoro, l'impegno di cercare e studiare nuovi metodi per aiutare il mondo a vivere meglio",valid,
11322,CHE,MD,,Corona war für mich eine entsetzliche Wahrheit,valid,
11445,CHL,OE,"Dependiendo de area, en temas de salud los mas beneficiados por el momento son las farmaceuticas. En el pais todo lo relacionado con otras areas es de alto costo monetario no llegando a todas las personas.",,valid,
11765,CHL,OE,,Que tenga evidencia que respalde sus ideas u opiniones,valid,
11840,CHL,OE,,Creo que la cantidad de información comprobable queda y la veracidad de lo que dice y su trayectoria también es importante y lo que este estudiando o el proyecto que tenga,valid,
11922,CHL,OE,"Creo que los que más se benefician de la ciencia somos nosotros mismos ya que cada avance es un gran paso en todo sentido, específicamente clínico ya que gracias a la ciencia se han encontrado muchas curas de diversas enfermedades por cual como seres humanos,le debemos mucho a la ciencia",,valid,
11928,CHL,MD,si hablamos médica yo creo que los que más se benefician son la gente con algún tipo de discapacidad sin embargo si nos vamos a otro tipo de ciencia entonces creo que la población en general esto es debido aquí la ciencia es lo que mueve a la humanidad por lo tanto es la que da sus avances a esta,,valid,
12136,CHL,MD,,Mi opinión es que todo mejore,valid,
12230,CHL,MD,Los laboratorios ya que ellos a encontrar la cura de alguna emfermedad empiezan a lucrar con el remedio que fabricaron y le sacan mucho a ese proyecto,,valid,
12349,CHL,OE,,Su experiencia dentro del área en qué se especializa,valid,
12467,CHN,OE,,"优秀的科学家一般都有很强的自信心,相信自己的判断。",valid,
12468,CHN,OE,,事实,valid,
12493,CHN,OE,普罗大众，因为生活得到极大的改变,,valid,
12495,CHN,OE,不知道,,valid,
12566,CHN,MD,,研究成果影响人类的未来,valid,
12643,CHN,OE,,科学家,valid,
12759,CHN,OE,,实事求是，尊重规律，有道德底线,valid,
12830,CHN,MD,,亲民，不为权势和极端科学，为了人民而进行研究，而不是为了科学而研究,valid,
12833,CHN,OE,,他在整个科学行业沉沦很多年，且在这个过程中发表了数量三到四个的科学理论。说出的观点真实 有力不会因为政治现实等因素而影响结果或者言论。,valid,
12942,CHN,OE,,对人民的责任,valid,
12997,COL,MD,"Las personas de escasos recursos, ya que pueden ser impactados para cambiar sus vidas",,valid,
13232,COL,MD,Toda la humanidad gracias a los avances,,valid,
13265,COL,OE,,"las investigaciones que ha realizado, con las respectivas evidencias",valid,
13639,CRI,OE,,Para qe un científico sea confiable debe de ser original en sus cosas siempre andar adelante de las cosas pensar siempre en tecnología buena así sería co fiable,valid,
13853,CRI,OE,,Que pueda hacer valer su hipotesis o teoria en base al metodo cientifico,valid,
13854,CRI,OE,,"Es muy importante los resultados de cualquier científico, que de credibilidad de la función del mismo",valid,
13906,CRI,OE,"dependiendo del punto de vista, puede ser que la ciencia sea mas beneficiosas para las personas que los producen, por eso adquieren los untiles para seguir realizando sus investigaciones, pero a la ves, las personas finales de algunos estudios científicos, por ejemplo, a la hora de las vacunas del covid, muchas personas se beneficiaron por los resultados que se dieron por una investigación científica, pero a la hora de vender esos productos, los beneficiados son los productores.",,valid,
13915,CRI,OE,Creo que que la ciencia es importante para el desarrollo de la sociedad,,valid,
14315,CZE,MD,,Розум,valid,
14429,CZE,MD,,Zkoumají nové věci,valid,
14834,DNK,OE,,"At forskningen forholder sig værdifri og det at det tydeligt fremgår, på hvilken basis forskningen er blevet foretaget/hvem der har betalt for forskningen",valid,
14911,DNK,OE,,Results,valid,
14950,DNK,MD,,Peer opbaket publikationer,valid,
14957,DNK,OE,Ved ikke,,valid,
15031,DNK,MD,,Ved ikke så.meget om det,valid,
15091,DNK,OE,,Kildekritik,valid,
15435,DNK,OE,"Det at, der er mennesker, der har interesse i vores planet, helbred, energi, transport og meget andet. Er for mig, nogen vi ikke kan forsætte vores liv uden. For uden dem vil der være kaos. Derfor mener jeg at forskning og forskere, er vigtige for vores forsatte liv på denne jord.",,valid,
15596,DNK,MD,,Alt,valid,
15667,DNK,MD,,,invalid,两题都空
15684,DNK,MD,,Ved ikke,valid,
15849,EGY,OE,الانسان ،يساعده ع نمو عقله,,valid,
15883,EGY,OE,,التطور والتنمية,valid,
15887,EGY,OE,,العلوم لها أهميه كبيره للغايه فانها تساعد في شتى مجالات الحياه اليوميه والحياتيه,valid,
15917,EGY,OE,,الاشخاص لتفهم ما يدور حولهم,valid,
15974,EGY,OE,ممياز,,valid,
16020,EGY,MD,,علوم هي ماد جيدا جدان لأجل الانسان,valid,
16029,EGY,OE,ممياز,,valid,
16116,EGY,MD,كل حاجه تمام,,valid,
16165,EGY,MD,المستفيد من العلوم هي الدول المصنع المتقدمه لانهم يبتكرو صناعات جديده يمكنها تطوير البلد,,valid,
16186,EGY,OE,ممياز,,valid,
16187,EGY,OE,,ممياز,valid,
16214,EGY,OE,الدوله العلوم تعمل علي بناء دوله حديث,,valid,
16329,ETH,MD,"It will make our life easy.
Because creates new aplication",,valid,
16461,ETH,MD,በኛ አካባቢ ሣይንስ ብዙም ትኩረት አይሰጠዉም  ምክንያቱም ከእምነት ጋር ይቃረናል ተብሎ ይታሰባል,,valid,
16962,ITA,OE,,La sua vera competenza e preparazione.,valid,
17056,BEL,MD,,"Streven naar objectiviteit, onafhankelijkheid, bewust zijn van vooroordelen, het resultaat staat niet vast, bereikbaar voor kritiek en uitleg, rechtzetten als nodig is.",valid,
17092,BEL,MD,,The ability to provide substantial information about obscure facts surrounding man and everything in his environment,valid,
17130,ITA,OE,tutta la comunita',,valid,
17517,ITA,OE,,Il fatto che abbia studiato una materia scientifica e che continui a studiare per scoprire sempre cose nuove,valid,
17602,BEL,MD,,Accuraatheid,valid,
17642,BEL,OE,,,invalid,两题都空
17694,ITA,MD,Molto,,valid,
18037,ITA,OE,Penso che l'intera umanità tragga benefici da maggiori conoscenze in tutti gli ambiti scientifici,,valid,
18044,BEL,OE,"Der Wissenschaftler profitiert am meisten.

 Sie haben die Idee entwickelt und arbeiten selbst an der Idee, auch wenn die Leute sie nicht als Weg akzeptieren",,valid,
18222,ITA,OE,,"l'onestà nella ricerca, l'autonomia di pensiero, la libertà dai poteri politici",valid,
18228,DEU,OE,,"das Wissenschat ein gemeinschaftlicher, fortschreitender<prozess ist, in dem sich Fachleute korrigieren oder verbessern können",valid,
18358,BEL,OE,,Grâce à ses connaissances et ses recherches,valid,
18400,DEU,OE,,Wenn sie eine Gemeinwohlorientierung besitzen  und teamfähig  sind und offen und ehrlich darüber kommunizieren.,valid,
18500,DEU,MD,,Genaue Recherche Glaubwürdigkeit durch beweise  Tests die handfest sind,valid,
18549,BEL,MD,I don't really have an answer to that,,valid,
18997,ITA,OE,--,,invalid,B:重复单字符
19161,ITA,MD,"Da una parte noi tutti ( sanità,  allungamento e miglioramento qualità vita, e miglioramento vita quotidiana parlando di scienza come tecnologia)",,valid,
19185,ITA,MD,"L'ignorante, perchė per mezzo di esso ne aumenta le comodità.",,valid,
19251,ITA,OE,Tutti noi,,valid,
19338,DEU,MD,,unabhängig von der regierung zu arbeiten,valid,
19363,BEL,OE,,Ses diplômes ses compétences par le passé,valid,
19415,ITA,MD,tutti perché è innovazione,,valid,
19566,DEU,OE,"regierung, sie zahlt",,valid,
19568,ITA,OE,"Il popolo, perché tutti gli avanzamenti vanno diretti a migliorare la vita di tutti, sia salute che trasporto, alimentazione e altri.",,valid,
19687,BEL,OE,,Grondig onderzoek gebaseerd op statistieken,valid,
19709,DEU,OE,,"Sie haben es studiert, sind also durch das Studium und weil sie sich täglich mit diesem Themen befassen umfassend Kompetent.",valid,
19769,DEU,OE,Forschung für Profitmaximierung,,valid,
19828,DEU,OE,Die Lobiisten. Die finanzieren das,,valid,
20004,DEU,MD,"Die Menschheit, wenn die Wissenschaft richtig aufklärt",,valid,
20047,ITA,OE,,"la ricerca assidua, la dimostrabilità di quanto scoperto, le motivazioni",valid,
20059,DEU,OE,,wenn sie bei der wahrheit bleiben,valid,
20179,ITA,OE,La scienza e gli scienziati sono al servizio dell’umanità e quindi tutti noi possiamo trarne beneficio. Tranne in casi in cui la scienza sia usata contro la morale e per il male.,,valid,
20391,DEU,OE,,"Fundierte Thesen aufstellen, auf Basis von Experimenten.",valid,
20415,DEU,OE,"Alle Menschen in der Gesellschaft profitieren von Wissen, und mit Wissen wachsen Nationen auf",,valid,
20421,DEU,OE,,"Forschung sollte darauf ausgerichtet sein, den Menschen zu dienen",valid,
20967,BEL,MD,,Ses résultats,valid,
20989,DEU,OE,weiss nicht,,valid,
21151,ESP,MD,,Según los temas que traten.,valid,
21285,ESP,OE,"Los que más se benefician de los avances de la ciencia, en mi opinión, son los ciudadanos ya que permite erradicar algunas enfermedades existentes y prevenir los efectos de las que van aparaciendo a lo largo del tiempo.",,valid,
21713,ESP,OE,,"Que sepa explicar sus resultados de una manera sencilla que abarque un gran número de la población para que vean que sus cálculos son correctos y su teoría acerteda, o posible.",valid,
21839,ESP,MD,"Los que más pasta tienen, hijos de puta, siempre son los mismos.
Amén",,valid,
21936,DEU,OE,,Qualitativ,valid,
21991,BEL,MD,"L’état, c’est simple on est au courant de rien mdrrr",,valid,
21999,DEU,OE,Neues Wissen generieren,,valid,
22057,FIN,MD,,Tieteellinen näyttö on uskottavaa.,valid,
22466,NLD,OE,,Feiten,valid,
22627,DEU,OE,"Die gesamte Menschheit profitiert von der Wissenschaft, weil sie uns hilft Erkenntnisse zu gewinnen ob positiver oder negativer Art.",,valid,
22652,ESP,MD,"una cosa es el dinero que los suentificos se binefician muy poco ,creo,y lo de los descubrimientos se beneficia la humanidad entera",,valid,
22658,DEU,OE,"Die zukünftige Menschheit und die Unternehmen, die damit beschäftigt waren",,valid,
22661,DEU,MD,Am meisten der Entwickler selbst und das land,,valid,
22679,DEU,OE,die ganze Welt,,valid,
22793,ESP,MD,,De evidencias de lo qued dice y que se note que lo ha estudiado en profundidad demostrando que sabe del tema,valid,
23165,IRL,OE,,"Credentials, reputation",valid,
23514,ESP,OE,,"Su trabajo ha de ser en bien de la humanidad, y para mejorar el conocimiento y las condiciones de vida de las personas",valid,
23530,IRL,MD,Idk,,valid,
23552,ESP,MD,,"Su honestidad y no alinearse con las políticas gubernamentales, especialmente en España que es una dictadura con aspecto de democracia.",valid,
23705,NLD,MD,"Ik lees altijd innovatieve Ezines zoals New Atlas omdat ik het gewoon heel interessant vind om over de nieuwste ontwikkelingen geïnformeerd te worden... Meestal praat ik daar ook over met mijn kinderen, zij vinden het ook heel erg interessant om te praten over bepaalde onderwerpen (quantum-computers, medische of technologische doorbraken etc).",,valid,
23767,FIN,MD,,Julkaisuja,valid,
23854,FIN,OE,,,invalid,两题都空
24222,IRL,MD,,Facts and shown facts,valid,
24303,IRL,OE,,Proper information,valid,
24323,CYP,OE,,Οι έρευνες που κανει,valid,
24487,CYP,OE,Σχεδόν όλοι η επιστήμη είναι η αιτία της αύξησης του προσδόκιμου ζωής και γενικά της βελτιωσης των συνθηκών ζωης,,valid,
24516,CYP,MD,Όλοι μας,,valid,
24693,FIN,MD,,Kaikki on kivaa,valid,
24891,DEU,OE,,Wenn sich eine Objektivität bewahren kann.,valid,
25001,FIN,OE,Kaikki,,valid,
25050,DEU,MD,,Die informieren sich,valid,
25067,DEU,OE,"Pharmaindustrie, Entwicklung von Energien, Konzerne wie VW,",,valid,
25080,DEU,MD,Der Staat profitiert am Meisten von Wissenschaft weil viele Menschen keine Ahnung von Wissenschaft haben.,,valid,
25280,DEU,MD,,"Wenn es kompetent, verständlich und erklärbar ist",valid,
25314,FIN,MD,"Valtion hallitus ja erilaiset yritykset, koska niillä on päätösvaltaa tehdä muutoksia mitä keinoja käyttää esim. kestävän kehityksen ylläpitämisessä.",,valid,
25375,DEU,MD,,Wenn er mit seinem Volk und Mitmenschen ehrlich ist.,valid,
25428,DEU,MD,,"Gute Vorträge und Vorbereitungen, Resultate",valid,
25458,SVN,MD,,Ker so pametni,valid,
25478,DEU,MD,"Zum einen ist es wichtig dass jeder bürger über den neusten Stand bescheid weiß. Zudem sind natürlich Verbrauch die die von Wissenschaft profitieren, da es Technologie bringt und der Welt einen Fortschritt bringen sollte",,valid,
25588,DEU,OE,,"ehrliche berichterstattungen, logische und nachvollziehbare erklärungen",valid,
25769,FIN,MD,en osaa kertoa,,valid,
25798,DEU,MD,,Keine Ahnung,valid,
25828,DEU,OE,,,invalid,两题都空
26076,GRC,OE,,Οι σπουδές του και το να είναι αντικειμενικός να μην πληρώνετε για να λέει πράγματα που δεν πιστεύει.,valid,
26244,DEU,OE,,Gewissen und ehrlich,valid,
26283,GRC,OE,Οι μεγαλες επιχειρησεις και οι πολυεθνικες,,valid,
26410,SVN,OE,"Vlada, ker ima ponavadi prva dostop do odkritij",,valid,
26452,CYP,OE,,Το γνωστικό του επίπεδο και το ήθος που εκπέμπει μέσα από τις δημοσιεύσεις και τα συγγράμματα του.,valid,
26564,SVN,OE,Crnaci,,valid,
26673,GRC,MD,Όλη μας,,valid,
26694,GRC,OE,"Κυρίως οι εταιρείες και κατά βάση εταιρείες που παράγουν επιστήμη,",,valid,
26695,DEU,OE,Die Menschheit verbessert und vereinfacht das Leben,,valid,
